servicedate,line,estimated_boardings
2023-06-29,Haverhill,6473
2023-06-29,Kingston,5934
2023-06-29,Lowell,7336
2023-06-29,Middleborough/Lakeville,6577
2023-06-29,Needham,6217
2023-06-29,Newburyport/Rockport,9889
2023-06-29,Providence/Stoughton,20477
2023-06-30,Fairmount,2582
2023-06-30,Fitchburg,5191
2023-06-30,Framingham/Worcester,12744
2023-06-30,Franklin/Foxboro,7971
2023-06-30,Greenbush,4210
2023-06-30,Haverhill,6461
2023-06-30,Kingston,4767
2023-06-30,Lowell,6797
2023-06-30,Middleborough/Lakeville,6165
2023-06-30,Needham,5123
2023-06-30,Newburyport/Rockport,9754
2023-06-30,Providence/Stoughton,18440
2023-07-01,Fairmount,562
2023-07-01,Fitchburg,2256
2023-07-01,Framingham/Worcester,5854
2023-07-01,Franklin/Foxboro,2461
2023-07-01,Greenbush,980
2023-07-01,Haverhill,1704
2023-07-01,Kingston,930
2023-07-01,Lowell,2564
2023-07-01,Middleborough/Lakeville,2390
2023-07-01,Needham,1131
2023-07-01,Newburyport/Rockport,5800
2023-07-01,Providence/Stoughton,4979
2023-07-02,Fairmount,493
2023-07-02,Fitchburg,1656
2023-07-02,Framingham/Worcester,3146
2023-07-02,Franklin/Foxboro,1091
2023-07-02,Greenbush,781
2023-07-02,Haverhill,943
2023-07-02,Kingston,663
2023-07-02,Lowell,1502
2023-07-02,Middleborough/Lakeville,1545
2023-07-02,Needham,945
2023-07-02,Newburyport/Rockport,4413
2023-07-02,Providence/Stoughton,5520
2023-07-03,Fairmount,2591
2023-07-03,Fitchburg,5596
2023-07-03,Framingham/Worcester,13182
2023-07-03,Franklin/Foxboro,8463
2023-07-03,Greenbush,4857
2023-07-03,Haverhill,6207
2023-07-03,Kingston,5583
2023-07-03,Lowell,6956
2023-07-03,Middleborough/Lakeville,6382
2023-07-03,Needham,5320
2023-07-03,Newburyport/Rockport,10527
2023-07-03,Providence/Stoughton,19812
2023-07-04,Fairmount,516
2023-07-04,Fitchburg,2039
2023-07-04,Framingham/Worcester,5839
2023-07-04,Franklin/Foxboro,2461
2023-07-04,Greenbush,1037
2023-07-04,Haverhill,1704
2023-07-04,Kingston,737
2023-07-04,Lowell,2715
2023-07-04,Middleborough/Lakeville,2390
2023-07-04,Needham,1131
2023-07-04,Newburyport/Rockport,5768
2023-07-04,Providence/Stoughton,5183
2023-07-05,Fairmount,2381
2023-07-05,Fitchburg,4943
2023-07-05,Framingham/Worcester,12578
2023-07-05,Franklin/Foxboro,7855
2023-07-05,Greenbush,3961
2023-07-05,Haverhill,5929
2023-07-05,Kingston,4747
2023-07-05,Lowell,6456
2023-07-05,Middleborough/Lakeville,5589
2023-07-05,Needham,4327
2023-07-05,Newburyport/Rockport,9106
2023-07-05,Providence/Stoughton,17994
2023-07-06,Fairmount,2693
2023-07-06,Fitchburg,5738
2023-07-06,Framingham/Worcester,14046
2023-07-06,Franklin/Foxboro,7288
2023-07-06,Greenbush,4509
2023-07-06,Haverhill,5937
2023-07-06,Kingston,5703
2023-07-06,Lowell,6653
2023-07-06,Middleborough/Lakeville,5901
2023-07-06,Needham,4852
2023-07-06,Newburyport/Rockport,8837
2023-07-06,Providence/Stoughton,18977
2023-07-07,Fairmount,2624
2023-07-07,Fitchburg,4741
2023-07-07,Framingham/Worcester,11858
2023-07-07,Franklin/Foxboro,6580
2023-07-07,Greenbush,4407
2023-07-07,Haverhill,5656
2023-07-07,Kingston,3963
2023-07-07,Lowell,6118
2023-07-07,Middleborough/Lakeville,5692
2023-07-07,Needham,4992
2023-07-07,Newburyport/Rockport,10512
2023-07-07,Providence/Stoughton,16147
2023-07-08,Fairmount,628
2023-07-08,Fitchburg,2128
2023-07-08,Framingham/Worcester,5109
2023-07-08,Franklin/Foxboro,2193
2023-07-08,Greenbush,913
2023-07-08,Haverhill,2100
2023-07-08,Kingston,961
2023-07-08,Lowell,2905
2023-07-08,Middleborough/Lakeville,2178
2023-07-08,Needham,906
2023-07-08,Newburyport/Rockport,7421
2023-07-08,Providence/Stoughton,5941
2023-07-09,Fairmount,736
2023-07-09,Fitchburg,1911
2023-07-09,Framingham/Worcester,4219
2023-07-09,Franklin/Foxboro,1024
2023-07-09,Greenbush,844
2023-07-09,Haverhill,1352
2023-07-09,Kingston,587
2023-07-09,Lowell,1785
2023-07-09,Middleborough/Lakeville,1508
2023-07-09,Needham,773
2023-07-09,Newburyport/Rockport,5120
2023-07-09,Providence/Stoughton,6566
2023-07-10,Fairmount,2640
2023-07-10,Fitchburg,4974
2023-07-10,Framingham/Worcester,12546
2023-07-10,Franklin/Foxboro,7070
2023-07-10,Greenbush,4885
2023-07-10,Haverhill,5979
2023-07-10,Kingston,4785
2023-07-10,Lowell,6188
2023-07-10,Middleborough/Lakeville,6185
2023-07-10,Needham,5105
2023-07-10,Newburyport/Rockport,9778
2023-07-10,Providence/Stoughton,17575
2023-07-11,Fairmount,2822
2023-07-11,Fitchburg,5137
2023-07-11,Framingham/Worcester,12495
2023-07-11,Franklin/Foxboro,7994
2023-07-11,Greenbush,5053
2023-07-11,Haverhill,8248
2023-07-11,Kingston,5670
2023-07-11,Lowell,7596
2023-07-11,Middleborough/Lakeville,7059
2023-07-11,Needham,5630
2023-07-11,Newburyport/Rockport,12214
2023-07-11,Providence/Stoughton,19707
2023-07-12,Fairmount,2903
2023-07-12,Fitchburg,5618
2023-07-12,Framingham/Worcester,13188
2023-07-12,Franklin/Foxboro,8387
2023-07-12,Greenbush,4824
2023-07-12,Haverhill,7124
2023-07-12,Kingston,5760
2023-07-12,Lowell,6842
2023-07-12,Middleborough/Lakeville,6526
2023-07-12,Needham,5353
2023-07-12,Newburyport/Rockport,11429
2023-07-12,Providence/Stoughton,21529
2023-07-13,Fairmount,2475
2023-07-13,Fitchburg,5653
2023-07-13,Framingham/Worcester,11078
2023-07-13,Franklin/Foxboro,8268
2023-07-13,Greenbush,5039
2023-07-13,Haverhill,7056
2023-07-13,Kingston,5971
2023-07-13,Lowell,6894
2023-07-13,Middleborough/Lakeville,6812
2023-07-13,Needham,5577
2023-07-13,Newburyport/Rockport,11390
2023-07-13,Providence/Stoughton,19132
2023-07-14,Fairmount,2763
2023-07-14,Fitchburg,4867
2023-07-14,Framingham/Worcester,11020
2023-07-14,Franklin/Foxboro,6865
2023-07-14,Greenbush,5022
2023-07-14,Haverhill,6230
2023-07-14,Kingston,4377
2023-07-14,Lowell,6311
2023-07-14,Middleborough/Lakeville,6084
2023-07-14,Needham,5228
2023-07-14,Newburyport/Rockport,10984
2023-07-14,Providence/Stoughton,16812
2023-07-15,Fairmount,699
2023-07-15,Fitchburg,2262
2023-07-15,Framingham/Worcester,3802
2023-07-15,Franklin/Foxboro,2007
2023-07-15,Greenbush,779
2023-07-15,Haverhill,2406
2023-07-15,Kingston,916
2023-07-15,Lowell,2760
2023-07-15,Middleborough/Lakeville,2196
2023-07-15,Needham,796
2023-07-15,Newburyport/Rockport,8606
2023-07-15,Providence/Stoughton,5490
2023-07-16,Fairmount,628
2023-07-16,Fitchburg,1778
2023-07-16,Framingham/Worcester,3524
2023-07-16,Franklin/Foxboro,946
2023-07-16,Greenbush,758
2023-07-16,Haverhill,1118
2023-07-16,Kingston,457
2023-07-16,Lowell,1586
2023-07-16,Middleborough/Lakeville,1678
2023-07-16,Needham,652
2023-07-16,Newburyport/Rockport,4884
2023-07-16,Providence/Stoughton,4364
2023-07-17,Fairmount,2574
2023-07-17,Fitchburg,5720
2023-07-17,Framingham/Worcester,12436
2023-07-17,Franklin/Foxboro,8124
2023-07-17,Greenbush,5464
2023-07-17,Haverhill,5897
2023-07-17,Kingston,5498
2023-07-17,Lowell,6590
2023-07-17,Middleborough/Lakeville,6451
2023-07-17,Needham,4998
2023-07-17,Newburyport/Rockport,10738
2023-07-17,Providence/Stoughton,18241
2023-07-18,Fairmount,2621
2023-07-18,Fitchburg,6066
2023-07-18,Framingham/Worcester,12432
2023-07-18,Franklin/Foxboro,9084
2023-07-18,Greenbush,5681
2023-07-18,Haverhill,6668
2023-07-18,Kingston,5517
2023-07-18,Lowell,6753
2023-07-18,Middleborough/Lakeville,6780
2023-07-18,Needham,5662
2023-07-18,Newburyport/Rockport,10958
2023-07-18,Providence/Stoughton,20496
2023-07-19,Fairmount,2645
2023-07-19,Fitchburg,5882
2023-07-19,Framingham/Worcester,12386
2023-07-19,Franklin/Foxboro,9796
2023-07-19,Greenbush,5637
2023-07-19,Haverhill,6581
2023-07-19,Kingston,5492
2023-07-19,Lowell,6892
2023-07-19,Middleborough/Lakeville,7322
2023-07-19,Needham,5653
2023-07-19,Newburyport/Rockport,11389
2023-07-19,Providence/Stoughton,18637
2023-07-20,Fairmount,2527
2023-07-20,Fitchburg,6310
2023-07-20,Framingham/Worcester,13304
2023-07-20,Franklin/Foxboro,9372
2023-07-20,Greenbush,5360
2023-07-20,Haverhill,6503
2023-07-20,Kingston,5421
2023-07-20,Lowell,7216
2023-07-20,Middleborough/Lakeville,7397
2023-07-20,Needham,5875
2023-07-20,Newburyport/Rockport,11177
2023-07-20,Providence/Stoughton,19772
2023-07-21,Fairmount,2614
2023-07-21,Fitchburg,6452
2023-07-21,Framingham/Worcester,12212
2023-07-21,Franklin/Foxboro,7420
2023-07-21,Greenbush,4823
2023-07-21,Haverhill,5949
2023-07-21,Kingston,4280
2023-07-21,Lowell,6588
2023-07-21,Middleborough/Lakeville,6266
2023-07-21,Needham,4561
2023-07-21,Newburyport/Rockport,11227
2023-07-21,Providence/Stoughton,18176
2023-07-22,Fairmount,716
2023-07-22,Fitchburg,2650
2023-07-22,Framingham/Worcester,6112
2023-07-22,Franklin/Foxboro,1851
2023-07-22,Greenbush,822
2023-07-22,Haverhill,2421
2023-07-22,Kingston,1334
2023-07-22,Lowell,2958
2023-07-22,Middleborough/Lakeville,2530
2023-07-22,Needham,827
2023-07-22,Newburyport/Rockport,9454
2023-07-22,Providence/Stoughton,5735
2023-07-23,Fairmount,646
2023-07-23,Fitchburg,2314
2023-07-23,Framingham/Worcester,4544
2023-07-23,Franklin/Foxboro,1007
2023-07-23,Greenbush,819
2023-07-23,Haverhill,1252
2023-07-23,Kingston,535
2023-07-23,Lowell,1919
2023-07-23,Middleborough/Lakeville,1625
2023-07-23,Needham,785
2023-07-23,Newburyport/Rockport,7579
2023-07-23,Providence/Stoughton,4808
2023-07-24,Fairmount,2578
2023-07-24,Fitchburg,6192
2023-07-24,Framingham/Worcester,11032
2023-07-24,Franklin/Foxboro,9039
2023-07-24,Greenbush,5265
2023-07-24,Haverhill,6249
2023-07-24,Kingston,4661
2023-07-24,Lowell,7199
2023-07-24,Middleborough/Lakeville,7132
2023-07-24,Needham,5377
2023-07-24,Newburyport/Rockport,11685
2023-07-24,Providence/Stoughton,18132
2023-07-25,Fairmount,2487
2023-07-25,Fitchburg,6358
2023-07-25,Framingham/Worcester,11082
2023-07-25,Franklin/Foxboro,8240
2023-07-25,Greenbush,4935
2023-07-25,Haverhill,6158
2023-07-25,Kingston,4360
2023-07-25,Lowell,7161
2023-07-25,Middleborough/Lakeville,6913
2023-07-25,Needham,4964
2023-07-25,Newburyport/Rockport,11985
2023-07-25,Providence/Stoughton,18074
2023-07-26,Fairmount,2528
2023-07-26,Fitchburg,6330
2023-07-26,Framingham/Worcester,10887
2023-07-26,Franklin/Foxboro,7155
2023-07-26,Greenbush,4727
2023-07-26,Haverhill,5826
2023-07-26,Kingston,4241
2023-07-26,Lowell,6715
2023-07-26,Middleborough/Lakeville,6420
2023-07-26,Needham,4320
2023-07-26,Newburyport/Rockport,11634
2023-07-26,Providence/Stoughton,17343
2023-07-27,Fairmount,2603
2023-07-27,Fitchburg,6236
2023-07-27,Framingham/Worcester,11372
2023-07-27,Franklin/Foxboro,8645
2023-07-27,Greenbush,5304
2023-07-27,Haverhill,6360
2023-07-27,Kingston,5522
2023-07-27,Lowell,6864
2023-07-27,Middleborough/Lakeville,7232
2023-07-27,Needham,5133
2023-07-27,Newburyport/Rockport,10930
2023-07-27,Providence/Stoughton,18763
2023-07-28,Fairmount,2623
2023-07-28,Fitchburg,6251
2023-07-28,Framingham/Worcester,10951
2023-07-28,Franklin/Foxboro,8891
2023-07-28,Greenbush,5475
2023-07-28,Haverhill,6402
2023-07-28,Kingston,5536
2023-07-28,Lowell,7094
2023-07-28,Middleborough/Lakeville,7329
2023-07-28,Needham,5242
2023-07-28,Newburyport/Rockport,11324
2023-07-28,Providence/Stoughton,19202
2023-07-29,Fairmount,665
2023-07-29,Fitchburg,2469
2023-07-29,Framingham/Worcester,4675
2023-07-29,Franklin/Foxboro,1509
2023-07-29,Greenbush,894
2023-07-29,Haverhill,2293
2023-07-29,Kingston,1133
2023-07-29,Lowell,2611
2023-07-29,Middleborough/Lakeville,2787
2023-07-29,Needham,814
2023-07-29,Newburyport/Rockport,7828
2023-07-29,Providence/Stoughton,5125
2023-07-30,Fairmount,606
2023-07-30,Fitchburg,2224
2023-07-30,Framingham/Worcester,2915
2023-07-30,Franklin/Foxboro,741
2023-07-30,Greenbush,663
2023-07-30,Haverhill,1136
2023-07-30,Kingston,592
2023-07-30,Lowell,2216
2023-07-30,Middleborough/Lakeville,1839
2023-07-30,Needham,473
2023-07-30,Newburyport/Rockport,8087
2023-07-30,Providence/Stoughton,5682
2023-07-31,Fairmount,2572
2023-07-31,Fitchburg,5792
2023-07-31,Framingham/Worcester,11077
2023-07-31,Franklin/Foxboro,7268
2023-07-31,Greenbush,4539
2023-07-31,Haverhill,6428
2023-07-31,Kingston,5725
2023-07-31,Lowell,6587
2023-07-31,Middleborough/Lakeville,6494
2023-07-31,Needham,4275
2023-07-31,Newburyport/Rockport,10663
2023-07-31,Providence/Stoughton,18256
2023-08-01,Fairmount,2727
2023-08-01,Fitchburg,5832
2023-08-01,Framingham/Worcester,12080
2023-08-01,Franklin/Foxboro,8982
2023-08-01,Greenbush,4744
2023-08-01,Haverhill,6568
2023-08-01,Kingston,6130
2023-08-01,Lowell,7105
2023-08-01,Middleborough/Lakeville,7296
2023-08-01,Needham,4667
2023-08-01,Newburyport/Rockport,11825
2023-08-01,Providence/Stoughton,18959
2023-08-02,Fairmount,2454
2023-08-02,Fitchburg,6044
2023-08-02,Framingham/Worcester,12924
2023-08-02,Franklin/Foxboro,8264
2023-08-02,Greenbush,4912
2023-08-02,Haverhill,6288
2023-08-02,Kingston,5704
2023-08-02,Lowell,6447
2023-08-02,Middleborough/Lakeville,7225
2023-08-02,Needham,4561
2023-08-02,Newburyport/Rockport,12077
2023-08-02,Providence/Stoughton,19219
2023-08-03,Fairmount,2219
2023-08-03,Fitchburg,6156
2023-08-03,Framingham/Worcester,11694
2023-08-03,Franklin/Foxboro,7978
2023-08-03,Greenbush,4615
2023-08-03,Haverhill,5685
2023-08-03,Kingston,6018
2023-08-03,Lowell,7368
2023-08-03,Middleborough/Lakeville,6975
2023-08-03,Needham,5105
2023-08-03,Newburyport/Rockport,11700
2023-08-03,Providence/Stoughton,18749
2023-08-04,Fairmount,2857
2023-08-04,Fitchburg,5477
2023-08-04,Framingham/Worcester,11605
2023-08-04,Franklin/Foxboro,6333
2023-08-04,Greenbush,2818
2023-08-04,Haverhill,5504
2023-08-04,Kingston,5393
2023-08-04,Lowell,6941
2023-08-04,Middleborough/Lakeville,6808
2023-08-04,Needham,4543
2023-08-04,Newburyport/Rockport,11860
2023-08-04,Providence/Stoughton,15976
2023-08-05,Fairmount,585
2023-08-05,Fitchburg,2756
2023-08-05,Framingham/Worcester,5641
2023-08-05,Franklin/Foxboro,1740
2023-08-05,Greenbush,300
2023-08-05,Haverhill,2531
2023-08-05,Kingston,616
2023-08-05,Lowell,3200
2023-08-05,Middleborough/Lakeville,2024
2023-08-05,Needham,825
2023-08-05,Newburyport/Rockport,9346
2023-08-05,Providence/Stoughton,5526
2023-08-06,Fairmount,679
2023-08-06,Fitchburg,2454
2023-08-06,Framingham/Worcester,4579
2023-08-06,Franklin/Foxboro,1740
2023-08-06,Greenbush,434
2023-08-06,Haverhill,827
2023-08-06,Kingston,600
2023-08-06,Lowell,3045
2023-08-06,Middleborough/Lakeville,2268
2023-08-06,Needham,629
2023-08-06,Newburyport/Rockport,8231
2023-08-06,Providence/Stoughton,5335
2023-08-07,Fairmount,2636
2023-08-07,Fitchburg,5506
2023-08-07,Framingham/Worcester,12696
2023-08-07,Franklin/Foxboro,7410
2023-08-07,Greenbush,5059
2023-08-07,Haverhill,5548
2023-08-07,Kingston,5392
2023-08-07,Lowell,6394
2023-08-07,Middleborough/Lakeville,6205
2023-08-07,Needham,4636
2023-08-07,Newburyport/Rockport,11678
2023-08-07,Providence/Stoughton,17392
2023-08-08,Fairmount,2746
2023-08-08,Fitchburg,5421
2023-08-08,Framingham/Worcester,13293
2023-08-08,Franklin/Foxboro,8742
2023-08-08,Greenbush,4979
2023-08-08,Haverhill,5777
2023-08-08,Kingston,5822
2023-08-08,Lowell,6362
2023-08-08,Middleborough/Lakeville,6827
2023-08-08,Needham,6049
2023-08-08,Newburyport/Rockport,12207
2023-08-08,Providence/Stoughton,19315
2023-08-09,Fairmount,2726
2023-08-09,Fitchburg,6272
2023-08-09,Framingham/Worcester,12831
2023-08-09,Franklin/Foxboro,8713
2023-08-09,Greenbush,4393
2023-08-09,Haverhill,5538
2023-08-09,Kingston,5947
2023-08-09,Lowell,6363
2023-08-09,Middleborough/Lakeville,6750
2023-08-09,Needham,6053
2023-08-09,Newburyport/Rockport,11866
2023-08-09,Providence/Stoughton,19715
2023-08-10,Fairmount,2679
2023-08-10,Fitchburg,6128
2023-08-10,Framingham/Worcester,13019
2023-08-10,Franklin/Foxboro,8818
2023-08-10,Greenbush,4451
2023-08-10,Haverhill,5449
2023-08-10,Kingston,5980
2023-08-10,Lowell,6593
2023-08-10,Middleborough/Lakeville,6886
2023-08-10,Needham,5899
2023-08-10,Newburyport/Rockport,11799
2023-08-10,Providence/Stoughton,19434
2023-08-11,Fairmount,2828
2023-08-11,Fitchburg,5613
2023-08-11,Framingham/Worcester,12502
2023-08-11,Franklin/Foxboro,7357
2023-08-11,Greenbush,3393
2023-08-11,Haverhill,5247
2023-08-11,Kingston,4927
2023-08-11,Lowell,6484
2023-08-11,Middleborough/Lakeville,6682
2023-08-11,Needham,4985
2023-08-11,Newburyport/Rockport,11711
2023-08-11,Providence/Stoughton,16268
2023-08-12,Fairmount,575
2023-08-12,Fitchburg,2543
2023-08-12,Framingham/Worcester,6592
2023-08-12,Franklin/Foxboro,1742
2023-08-12,Greenbush,313
2023-08-12,Haverhill,2726
2023-08-12,Kingston,755
2023-08-12,Lowell,3605
2023-08-12,Middleborough/Lakeville,1934
2023-08-12,Needham,813
2023-08-12,Newburyport/Rockport,9787
2023-08-12,Providence/Stoughton,5449
2023-08-13,Fairmount,535
2023-08-13,Fitchburg,2174
2023-08-13,Framingham/Worcester,3923
2023-08-13,Franklin/Foxboro,1448
2023-08-13,Greenbush,312
2023-08-13,Haverhill,1144
2023-08-13,Kingston,604
2023-08-13,Lowell,2524
2023-08-13,Middleborough/Lakeville,1318
2023-08-13,Needham,592
2023-08-13,Newburyport/Rockport,7005
2023-08-13,Providence/Stoughton,5578
2023-08-14,Fairmount,2539
2023-08-14,Fitchburg,5806
2023-08-14,Framingham/Worcester,9458
2023-08-14,Franklin/Foxboro,7879
2023-08-14,Greenbush,4372
2023-08-14,Haverhill,5630
2023-08-14,Kingston,5398
2023-08-14,Lowell,6691
2023-08-14,Middleborough/Lakeville,6858
2023-08-14,Needham,5793
2023-08-14,Newburyport/Rockport,12000
2023-08-14,Providence/Stoughton,18471
2023-08-15,Fairmount,3065
2023-08-15,Fitchburg,5504
2023-08-15,Framingham/Worcester,10413
2023-08-15,Franklin/Foxboro,8402
2023-08-15,Greenbush,4627
2023-08-15,Haverhill,5606
2023-08-15,Kingston,5622
2023-08-15,Lowell,7021
2023-08-15,Middleborough/Lakeville,6819
2023-08-15,Needham,5939
2023-08-15,Newburyport/Rockport,12324
2023-08-15,Providence/Stoughton,18854
2023-08-16,Fairmount,2659
2023-08-16,Fitchburg,6407
2023-08-16,Framingham/Worcester,12398
2023-08-16,Franklin/Foxboro,8679
2023-08-16,Greenbush,4292
2023-08-16,Haverhill,5702
2023-08-16,Kingston,5738
2023-08-16,Lowell,7171
2023-08-16,Middleborough/Lakeville,6806
2023-08-16,Needham,6316
2023-08-16,Newburyport/Rockport,12235
2023-08-16,Providence/Stoughton,19960
2023-08-17,Fairmount,2657
2023-08-17,Fitchburg,5737
2023-08-17,Framingham/Worcester,10546
2023-08-17,Franklin/Foxboro,9072
2023-08-17,Greenbush,4562
2023-08-17,Haverhill,5605
2023-08-17,Kingston,5548
2023-08-17,Lowell,8055
2023-08-17,Middleborough/Lakeville,6662
2023-08-17,Needham,6188
2023-08-17,Newburyport/Rockport,12793
2023-08-17,Providence/Stoughton,18683
2023-08-18,Fairmount,2418
2023-08-18,Fitchburg,5195
2023-08-18,Framingham/Worcester,9433
2023-08-18,Franklin/Foxboro,6984
2023-08-18,Greenbush,3240
2023-08-18,Haverhill,5776
2023-08-18,Kingston,5172
2023-08-18,Lowell,7463
2023-08-18,Middleborough/Lakeville,6496
2023-08-18,Needham,5095
2023-08-18,Newburyport/Rockport,11736
2023-08-18,Providence/Stoughton,15550
2023-08-19,Fairmount,545
2023-08-19,Fitchburg,2642
2023-08-19,Framingham/Worcester,6933
2023-08-19,Franklin/Foxboro,1596
2023-08-19,Greenbush,255
2023-08-19,Haverhill,3140
2023-08-19,Kingston,530
2023-08-19,Lowell,4214
2023-08-19,Middleborough/Lakeville,1560
2023-08-19,Needham,754
2023-08-19,Newburyport/Rockport,9702
2023-08-19,Providence/Stoughton,5857
2023-08-20,Fairmount,615
2023-08-20,Fitchburg,2713
2023-08-20,Framingham/Worcester,3633
2023-08-20,Franklin/Foxboro,1116
2023-08-20,Greenbush,235
2023-08-20,Haverhill,1845
2023-08-20,Kingston,588
2023-08-20,Lowell,2931
2023-08-20,Middleborough/Lakeville,1427
2023-08-20,Needham,615
2023-08-20,Newburyport/Rockport,7326
2023-08-20,Providence/Stoughton,5561
2023-08-21,Fairmount,2593
2023-08-21,Fitchburg,4575
2023-08-21,Framingham/Worcester,11682
2023-08-21,Franklin/Foxboro,7618
2023-08-21,Greenbush,3830
2023-08-21,Haverhill,6227
2023-08-21,Kingston,5714
2023-08-21,Lowell,6618
2023-08-21,Middleborough/Lakeville,6288
2023-08-21,Needham,5542
2023-08-21,Newburyport/Rockport,12288
2023-08-21,Providence/Stoughton,17456
2023-08-22,Fairmount,2926
2023-08-22,Fitchburg,5006
2023-08-22,Framingham/Worcester,11935
2023-08-22,Franklin/Foxboro,7831
2023-08-22,Greenbush,4041
2023-08-22,Haverhill,6206
2023-08-22,Kingston,4646
2023-08-22,Lowell,7126
2023-08-22,Middleborough/Lakeville,6162
2023-08-22,Needham,6437
2023-08-22,Newburyport/Rockport,12753
2023-08-22,Providence/Stoughton,18997
2023-08-23,Fairmount,2808
2023-08-23,Fitchburg,4609
2023-08-23,Framingham/Worcester,12194
2023-08-23,Franklin/Foxboro,7878
2023-08-23,Greenbush,4231
2023-08-23,Haverhill,5965
2023-08-23,Kingston,4965
2023-08-23,Lowell,7488
2023-08-23,Middleborough/Lakeville,6599
2023-08-23,Needham,6409
2023-08-23,Newburyport/Rockport,12257
2023-08-23,Providence/Stoughton,19015
2023-08-24,Fairmount,2711
2023-08-24,Fitchburg,5026
2023-08-24,Framingham/Worcester,11378
2023-08-24,Franklin/Foxboro,7864
2023-08-24,Greenbush,4551
2023-08-24,Haverhill,6081
2023-08-24,Kingston,5849
2023-08-24,Lowell,7098
2023-08-24,Middleborough/Lakeville,6729
2023-08-24,Needham,5939
2023-08-24,Newburyport/Rockport,12417
2023-08-24,Providence/Stoughton,18785
2023-08-25,Fairmount,2613
2023-08-25,Fitchburg,5160
2023-08-25,Framingham/Worcester,10716
2023-08-25,Franklin/Foxboro,6864
2023-08-25,Greenbush,3541
2023-08-25,Haverhill,5304
2023-08-25,Kingston,3937
2023-08-25,Lowell,6643
2023-08-25,Middleborough/Lakeville,6082
2023-08-25,Needham,5283
2023-08-25,Newburyport/Rockport,11114
2023-08-25,Providence/Stoughton,16236
2023-08-26,Fairmount,613
2023-08-26,Fitchburg,2901
2023-08-26,Framingham/Worcester,5299
2023-08-26,Franklin/Foxboro,1485
2023-08-26,Greenbush,426
2023-08-26,Haverhill,3229
2023-08-26,Kingston,894
2023-08-26,Lowell,4742
2023-08-26,Middleborough/Lakeville,1509
2023-08-26,Needham,583
2023-08-26,Newburyport/Rockport,10114
2023-08-26,Providence/Stoughton,5037
2023-08-27,Fairmount,698
2023-08-27,Fitchburg,2945
2023-08-27,Framingham/Worcester,3908
2023-08-27,Franklin/Foxboro,1374
